,username,location,text,hashtags,tweet_date
5284,Old Windbag,,@Royalacresrod @IanDJbrown2 @MartinBrampton @omnisophos @pukeuprainbows @Brereton_N @sueytonius @PaulAtBillabong @Zane1968 @robhon_ @Nullius_ @DrDMurray1 @deirdreritchi10 @Anna98831 @markp1950 @Barrtecforever @cieloyla @lawyer4laws @Akito__Tenkawa @182_DuncH @GeraldKutney @DarkroomOnline @Mike__Oliver @ChartsClimate @flatheadcoupe1 @HL10PM @deedeesmiles4u @WebKarls @Roark_Architect @CelovskyDanny @newglobesun1 @Nickpeterliz @Robert76907841 @WesternFreedom @BailFund_Brawl @Richard08653290 If you are thinking about solutions now does that mean you accept that we are causing global warming/climate change and we need to solve it before the climate gets too dangerous ?,[],2021-11-26 16:41:01
5285,Casey M Cummings,"Tuscarawas County,Eastern Ohio",Global Warming/ Climate Change needs the Globe . https://t.co/IwcwKCwfVD,[],2021-11-26 16:37:57
5286,Dr. Q,The Sequestrium,"@Geofutures With global warming / climate change / sea level rise ramping up over the next 50 years, one can only imagine what the pressure will be on countries less impacted. You think it's difficult coming to agreement on what to do about cutting emissions...😞",[],2021-11-26 16:32:43
5287,rylie,"Jacksonville Beach, FL","“The odds of current warming occurring without anthropogenic greenhouse gas emissions are less than 1 in 100,000.”

We are the problem, so we must be the change. 
#ClimateCrisis #ClimateActionNow #Saveourplanet 

https://t.co/V8mI8MS0TR","[{'text': 'ClimateCrisis', 'indices': [163, 177]}, {'text': 'ClimateActionNow', 'indices': [178, 195]}, {'text': 'Saveourplanet', 'indices': [196, 210]}]",2021-11-26 16:32:25
5288,Oluwatoki Ayodimeji,Wakanda,"We're lost in the race to finding lasting solutions to global warming effect and climate change. This is it, we are not doing enough!",[],2021-11-26 16:30:20
5289,➕➕➕TrumpWasRight👁Save America💔 Jesus,USA aRepublic if WeCanKeepHer ,"@blueskies6123 Exactly! I've been around long enough to remember we're not supposed to be here tens times over by now. Hide under desk, Global Warming, overpopulation, Coming Ice Age, hole in ozone, Y2K, Climate Change &amp; on &amp; on &amp; on &amp; on . . .",[],2021-11-26 16:28:34
5290,Martin Brampton,"N Yorks, UK","@ianbrow97534170 @BrianTu85458331 @Paul204731131 @omnisophos @pukeuprainbows @Brereton_N @sueytonius @Royalacresrod @johnson_wrjohn1 @PaulAtBillabong @Zane1968 @robhon_ @Nullius_ @DrDMurray1 @deirdreritchi10 @Anna98831 @markp1950 @Barrtecforever @JimTheSSR @cieloyla @RHMcK1 @mike_maric @lawyer4laws @Akito__Tenkawa @182_DuncH @GeraldKutney @DarkroomOnline @Mike__Oliver @ChartsClimate @flatheadcoupe1 @HL10PM @deedeesmiles4u @WebKarls @Roark_Architect @CelovskyDanny @newglobesun1 @Nickpeterliz @Robert76907841 @WesternFreedom @BailFund_Brawl @Richard08653290 Global warming, not Vostok warming. I gave you a link to a detailed analysis of climate change in Antarctica. But you only want to cherry pick. Typical.",[],2021-11-26 16:27:43
5291,ABC News Live,,"IT'S NOT TOO LATE: @Ginger_Zee reports from Iceland, where the world’s largest carbon capture machine is recirculating carbon dioxide to try to control global warming. https://t.co/LO1Bi0TSV5 https://t.co/AmwHzxX6hb",[],2021-11-26 16:25:00
5292,tom staniforth,"Sheffield, England","@osymandus @PoliticsForAlI @thetimes Climate change is caused by greenhouse gases and other cycles which has existed since the dawn of the planet, global warming which is what ur probably referring to is caused by greenhouse gases and the country at highest responsible is china. Which isnt capitalist",[],2021-11-26 16:18:53
5293,EcoPing.earth,"Totnes, UK","@MarkStockley Since reading @MarkStockley tweet, found some interesting things to read: 
- https://t.co/RT9GAUGKVe 
-https://t.co/xCYEykEJs0 
- https://t.co/e4wtUytuk5 
- https://t.co/Bhu6wkjUkv
- https://t.co/t7C9CsD7Xc 

The last link has a brilliant food calculator which is worth trying.",[],2021-11-26 16:17:46
5294,HarryVernon,USA🇺🇸,"💥BQQQQQQQM💥 EXPOSED - THERE IS NO GLOBAL WARMING - Man made climate change is yet another depopulation and control hoax! - THOUGHTS? 🍿🇺🇸 SHARE!!

@JFK_Q17 https://t.co/SMIXqe4Q57",[],2021-11-26 16:10:31
5295,ExposeTheMedia.com,USA,"Democrats first said the planet was cooling. Then they said it was warming.  Now they say Climate Change. It's actually called Weather.

Democrate LIE. Climate Change is a way for Democrats &amp; other world Communists to bring US into their Great Reset which is Global Communism.",[],2021-11-26 16:03:00
5296,weofallhumanity,,"Exxon lobbyist suggests climate change not 'catastrophic, inevitable' risk in undercover recording https://t.co/tY1R4YriiZ via @Yahoo Exxon has spent decades intentionally lying to, deceiving and trying to confuse the general population on their product's role in global warming.",[],2021-11-26 15:54:36
5297,J.A. Lustick,"Roswell, NM",Just like “global warming.” Nature is in control and nothing humans do will stop nature from doing whatever nature does. This is why climate change and public health science should not be political issues. https://t.co/90dIULYrSQ,[],2021-11-26 15:44:52
5298,Lady bug,"New Delhi, India","@ndtv Consequences of climate change is no joke... As a responsible human beings, we should take some serious actions regarding climate change.. Global warming... Environmental preservation. ..",[],2021-11-26 15:35:35
5299,Honey Clover Group,"Austin, TX","Climate change is impacting many aspects of our lives, including coffee. Global warming is changing the aroma and quality of coffee beans. Find out how sun and heat affect coffee here: #climatechange #globalwarming https://t.co/GpZJTi4zM4","[{'text': 'climatechange', 'indices': [185, 199]}, {'text': 'globalwarming', 'indices': [200, 214]}]",2021-11-26 15:31:45
5300,ManicBeancounter,,"@womenscs This is an interesting piece of evidence. There are some ""issues"" with the evidence that past Extinction events are mostly caused by global warming events. 
1. A blog post on a very partisan site
2. This is a ""basic"" answer to the question ""What does past climate change ....",[],2021-11-26 15:19:13
5301,Red Tanager 🌊,"Blue Arizona, USA","@MollyJongFast Let's not forget that it was conservatives who advocated the use of ""climate change"" to deflect from the then-ubiquitous term ""global warming"". - https://t.co/YjZtzTdOkP",[],2021-11-26 15:17:04
5302,Bob Chadford,All Over America,@MollyJongFast I remember when it was called “global warming” and they decided to change it to “climate change”.  Now it’s “extreme weather”.  Unfortunately “extreme weather” will one day be knows as “the good old days” and we will move on to “this is way beyond fucked”.,[],2021-11-26 15:09:11
5303,Phil,Thanet,"@andakalnins @AndyLan38171657 @InsulateLove Global warming is a part of climate change, did you ever think maybe you have trouble understand this stuff because you're so horrendously misinformed?",[],2021-11-26 15:07:46
5304,The American Geographical Society,"Brooklyn Heights, New York","""A University of Arizona-led effort to reconstruct Earth’s climate since the last ice age, about 24,000 years ago, highlights the main drivers of climate change and how far out of bounds human activity has pushed the climate system."" 

Read the rest here: https://t.co/L43r6GxTSD",[],2021-11-26 15:02:38
5305,STIGMABASE | EDU,Worldwide,Fighting stigma : Climate change is driving albatrosses to divorce — Metro News: A recent study found that divorce rates in albatross couples were up due to warmer seas as a consequence of global warming. https://t.co/9N84eecJC4,[],2021-11-26 14:44:04
5306,Shout_Loud 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺🌍🕊️#WearAMask😷,Everywhere,"@NickInEngland @MrMatthewTodd 'Climate change' was adopted by scientists because it's a more accurate reflection of what will happen to the climate. Nothing to do with politics. 'Global warming' is potentially misleading.
https://t.co/DqdVmKc7he",[],2021-11-26 14:37:56
5307,Nick Ellis,In Exile,"@MrMatthewTodd Climate change itself is a phrase developed by the right to make it sound less alarming that global warming, and to imply that it's a thing that just kinda happens.",[],2021-11-26 14:28:27
5308,KIM ❤️,Central Texas,"@AlixG_2 In the '70s, they talked about ""global cooling"" and another ice age, but they were proved wrong. After that they talked about ""global warming"", but they were proved wrong. Now they just say ""climate change"", so they can go either way with it, depending on the weather.",[],2021-11-26 14:27:38
5309,UAEConsulate-karachi,karachi,"Mr. Bakheet Al Remeithi Counselor at the Consulate General of #UAE in #Karachi, officially inaugurated the showroom for eco-friendly electric bikes by #Jolta_Electric to save future generations from environmental pollution and negative effects of climate change and global warming https://t.co/2q7m6jesuO","[{'text': 'UAE', 'indices': [62, 66]}, {'text': 'Karachi', 'indices': [70, 78]}, {'text': 'Jolta_Electric', 'indices': [151, 166]}]",2021-11-26 14:25:50
5310,Robbie Vitrano,New Orleans/Boulder,"#Food production is the largest cause of global environmental change…#Agriculture is responsible for up to 30% of global greenhouse-gas emissions, 70% of freshwater use.
To mitigate the effects of global warming, we need to change ag… https://t.co/dgZslxOirb","[{'text': 'Food', 'indices': [0, 5]}, {'text': 'Agriculture', 'indices': [69, 81]}]",2021-11-26 14:25:46
5311,Rob McElheran,Vanier Ontario Canada.,"@sunlorrie It's even worse when cities jump on the Climate Change/ Global Warming/ Global Cooling.
If a country like Canada won't have that big of an impact, how much less would a city?
Stupid.",[],2021-11-26 14:25:41
5312,Alan Quinn,The United Kingdom,"@DavidBellamyUK False positives. Mustn't let the 'pandemic' fade away...not until they have everyone scared of new variants and 'climate change'.
What happened to global warming BTW, has it gone away now that the planet has been cooling?",[],2021-11-26 14:18:54
5313,Gary White,,"So not about global warming, it’s about capitalism. Capitalism that will pay for climate change. The poor workers are the organised trade unions under a different banner. So again they ruin the majority of lives. https://t.co/LgeqbgyGjQ",[],2021-11-26 14:10:35
5314,Florin,Europe,@mrandersoninneo @mattwridley I don't share Matt's optimism about the rate of global warming because I think the situation is more critical if you look at other statistics. But it's good that Matt is not the climate change denialist the zoonoti would want us to believe he was. 🙂,[],2021-11-26 14:05:42
5315,The Recipe To Grow,Globe,"rt @wef 
Global ice loss is catching up to worst-case scenario predictions https://t.co/YZvJFFAPEU #ClimateChange #environment https://t.co/Z2JPXTeWZh","[{'text': 'ClimateChange', 'indices': [99, 113]}, {'text': 'environment', 'indices': [114, 126]}]",2021-11-26 14:05:06
5316,Richard weisinger,,"As I ponder the state of the world, I have come to the conclusion that we are doomed to live with recycled lefty scams: Global warming, climate change; deadly disease and vax to steal an election and make billions$,now, those grow tiresome, enter ALIENS FROM OUTER SPACE!!",[],2021-11-26 13:54:25
5317,matthew sidford,"Gloucester, UK","@KateBeavan @twose_brian Also: there is no 'the answer' to climate change. Getting rid of fossil fuels asap it the biggest need, but there are many other actions also needed to counter the huge threat of global warming. A major meat/dairy reduction can be part of that.",[],2021-11-26 13:44:05
5318,Tim Guinee 🇺🇸,,.@SenBobCasey .@SenToomey Isn't it time to #ActOnClimate? #BuildBackBetter RT https://t.co/wUBoHTj4Ve,"[{'text': 'ActOnClimate', 'indices': [43, 56]}, {'text': 'BuildBackBetter', 'indices': [58, 74]}]",2021-11-26 13:13:20
5319,RNIB Connect Radio,UK,"Read On #OnAirNow or Podcast👇

Environmentalist @mark_lynas gives us Our Final Warning about global warming, @SalleyVickers chats new novel The Gardener, books about environment in @RNIBLibrary, &amp; sustainable life with drummer-turned-farmer Chris Stewart.
https://t.co/Z5homzEQ3T","[{'text': 'OnAirNow', 'indices': [8, 17]}]",2021-11-26 13:02:00
5320,sin 🇧🇷,Clouds,Global warming/climate change kicking our ass,[],2021-11-26 13:01:22
5321,John Rhys,London and West Wales,"@AaronBastani On climate change it may have escaped your notice but Blair was one of the first world leaders to take it seriously, 25 years ago, and made the UK the first country to put an emissions target in law, in 2008.
https://t.co/kfUzY1fTQZ",[],2021-11-26 13:00:09
5322,Danish Khan,,"“The political and economic system we live in does not produce climate change by accident but by design, rewarding big polluters and resource extractors with superprofits.” 

https://t.co/YucTgkhYxY",[],2021-11-26 12:55:43
5323,EcologyAfricaFoundation(E.A.F),African Continent ,Climate change – This is what 3°C of global warming looks like https://t.co/WXqYcXcB76,[],2021-11-26 12:52:35
5324,EU-CORD,Brussels,We recognise that countries least responsible for global warming - the poorest nations – will be most affected by its consequences. Our role is to draw attention to the impacts that climate change has amongst the varied communities where we are engaged. https://t.co/SDrvWpiiQ7,[],2021-11-26 12:47:02
5325,George West,❤️🌍❤️,"@fitzwis @RWMaloneMD @GBNEWS @TheNo1Waffler Vax causes global warming and climate change? 🤡
https://t.co/bEfKDWVsoM https://t.co/bsjGQqfNxL",[],2021-11-26 12:37:38
