,username,location,text,hashtags,tweet_date
6544,Joey,Virginia ,@weatherchannel Depressing when I think about how the climate is changing. Global warming/Climate change. The evidence is right in front of all of us. It’s starting to snow later in the winter season and winter is now becoming shorter. I live in VA 2016 was the last significant snow fall.,[],2021-12-01 20:25:40
6545,Hey-it’sjustme,,"@RepLizCheney Oh Liz,  I was thinking as a Republican you were not too bad. Then you throw this out there. Our world will not survive anymore Republican’s blind to global warming/climate change and it’s basic causes. Grow up. Retrain our coal workers into a job of the future.",[],2021-12-01 20:24:23
6546,Joey,Virginia ,@ChuckBell4 @dougkammerer @Reagan_Airport @Dulles_Airport Depressing when I think about how the climate is changing. Global warming/Climate change. The evidence is right in front of all of us. It’s starting to snow later in the winter season and winter is now becoming shorter.,[],2021-12-01 20:17:44
6547,KaveLiveLifeKlimateIsKaotic,,"@GeorgeHampton23 Human caused ""global warming"" didn't happen, hence climate change. The most ridiculous name for a cause ever. Climate never stops changing. No goalposts equals no proof or disproof.",[],2021-12-01 20:07:08
6548,Alex (Sasha) Krainer,Monaco,"We MUST stop that darn global warming. No wait, climate change. That's right, climate change which is killing people. https://t.co/tD8bZ5nqPv",[],2021-12-01 19:58:28
6549,Zakia Belhachmi,Montreal,Water World: Is Climate Change Driving Our Future Out to Sea?   @russianabout https://t.co/KxgBNgk8tZ via @myfairobserver,[],2021-12-01 19:35:13
6550,parris k. butler,buymeacoffee/parrisk.butler,How Oil Companies Hid the Truth About Climate Change | Global Warming | ... https://t.co/BNpHervo7x via @YouTube,[],2021-12-01 19:25:47
6551,beyondWISDOM,,"@TG42Birder @StephenMoss_TV @LeicsWildlife @TheBirdfair @Natures_Voice @WildlifeTrusts @BeccyRSPB @CraigBennett3 Glasgow summit made progress but global warming making faster progress.
That means Glasgow lagging behind
That means global warming will keep advancing &amp; hitting mankind with it's stick very hard.
The stick made of climate change.
Unless we use this method
https://t.co/kI3Dh4b3AI",[],2021-12-01 19:25:14
6552,beyondWISDOM,,"@ProfTomCrick @EmmaYhnell @educationsu @SwanseaUni Breakthrough method Within months
1- Stops climate change
2- reduce earth temp 2 degrees
3- reduce mankind CO2 emission by %20
It cost $230 millions
https://t.co/kI3Dh4b3AI
USA now puts $555 billion to combat global warming
Cop26 wl not reach %20 CO2 reduction even in their dream",[],2021-12-01 19:23:22
6553,Aloadofme,,Sad that so many will believe that a polar bear eating a reindeer is an indication of global warming/climate change.,[],2021-12-01 19:10:25
6554,Paul Jimerson,"Santa Cruz, California",What are the 8 most dangerous things most people do not understand about global warming and climate change? https://t.co/V7kCCddhF4 via @JobOneForHuman1,[],2021-12-01 18:56:48
6555,beyondWISDOM,,"@ProfTomCrick @EmmaYhnell @educationsu @SwanseaUni Breakthrough method Within months
1- Stops climate change
2- reduce earth temp 2 degrees
3- reduce mankind CO2 emission by %20
It cost $230 millions
https://t.co/kI3Dh4bBqg
USA now puts $555 billion to combat global warming
Cop26 wl not reach %20 CO2 reduction even in their dream",[],2021-12-01 18:54:50
6556,beyondWISDOM,,"@MayoClinicINFD Glasgow summit made progress but global warming making faster progress.
That means Glasgow lagging behind
That means global warming will keep advancing &amp; hitting mankind with it's stick very hard.
The stick made of climate change.
Unless we use this method
https://t.co/kI3Dh4b3AI",[],2021-12-01 18:53:04
6557,joe smith,,"@GeorgeHampton23 Merry Christmas is now Happy Holidays
Global warming is now climate change",[],2021-12-01 18:18:27
6558,Stefano Genovese,"I am a Progressive Italian American. LLB Open University. BA Cal State, Sacramento.",-How Oil Companies Hid the Truth About Climate Change | Global Warming | ... https://t.co/Phjh05F461 via @YouTube,[],2021-12-01 18:13:18
6559,angel torres,"Bogotá, D.C., Colombia",@vitolnews WELCOME for EXPOSE you a technology Innovation for CAPTURE and ELIMINATE the industrial fuels-coals emissions.For mitigate and reverse the global warming and climate change and the collaterals effects  the more important way is eliminate the principal origin.WELCOME for start it.,[],2021-12-01 18:11:48
6560,Peeter Joot,"Toronto, Ontario, Canada","@ChrisMartzWX That should still be news, given that global warming has been rebranded ""climate change"", which is much more ambiguous.",[],2021-12-01 18:10:25
6561,Janice Susan Jones,,"@buppadc I do NOT support the global warming hoax that was invented by the Club of Rome - pure fiction. Explain how the last ice age came about thousands of years ago when none of us or modern tech was on this planet? Climate change is a natural phenomenon, nothing more.",[],2021-12-01 18:03:20
6562,Bloomberg Green,,"In August Hoesung Lee guided almost 200 countries to unanimous agreement on a report that found humanity has raised the global temperature by 1.1C, making the planet hotter than it’s been in 125,000 years https://t.co/kcDaRyOqa9 #Bloomberg50 via @BW","[{'text': 'Bloomberg50', 'indices': [229, 241]}]",2021-12-01 18:03:07
6563,All American Images,"Cambria, CA",Drone shows volcanic ash devouring Spanish towns https://t.co/BxTqkZx6MA Oh but we should worry about man made global warming?! Mother earth is laughing at the fools swallowing the climate change BS,[],2021-12-01 17:55:34
6564,Neha Potnis,"Pune, India","Omicron variant, climate change, global warming, economic crisis, and what not......🥺😞",[],2021-12-01 17:38:08
6565,KSRO,"Santa Rosa, California",Scientists at the University of California's Lawrence Berkeley Laboratory believe the Sierra snowpack may temporarily vanish due to climate change and global warming. https://t.co/CXThlGs24V,[],2021-12-01 17:37:34
6566,Bobby Levi Montgomery,,"@portside27 @shula347 I've come to realize they use the exact same flawed logic with the vaccine that they do with climate change. They find one ""weakness"" because they don't understand science. Vaccine and you can still get the disease (like with all vaccines). Global warming: ""well, it's snowing.""",[],2021-12-01 17:36:50
6567,Ioannis Ioannou,"Miami, FL","How climate change leads to greater risks of deadly hurricanes, typhoons, rainstorms, wildfires, heat and even cold https://t.co/Cs9dy9B0kq via @business",[],2021-12-01 17:25:58
6568,CRIES Conquered,,"Love traveling😎or hope to travel to beaches across the globe? Check out this @abcnews story by @martharaddatz to learn how global warming is destroying our beaches. #CRIESConquered #GlobalWarming #BeachErosion #GENZ #ClimateCrisis #Hawaii #hawaiibeaches 
https://t.co/VWyCbty7Ud https://t.co/w3s02XbRks","[{'text': 'CRIESConquered', 'indices': [165, 180]}, {'text': 'GlobalWarming', 'indices': [181, 195]}, {'text': 'BeachErosion', 'indices': [196, 209]}, {'text': 'GENZ', 'indices': [210, 215]}, {'text': 'ClimateCrisis', 'indices': [216, 230]}, {'text': 'Hawaii', 'indices': [231, 238]}, {'text': 'hawaiibeaches', 'indices': [239, 253]}]",2021-12-01 17:23:53
6569,ELLIS CASHMORE,UK,"Water World: Is Climate Change Driving Our Future Out to Sea?  ""The Glasgow agreement has left a major credibility gap,"" writes @russianabout https://t.co/O0SiZ0bOlY via @myfairobserver",[],2021-12-01 17:16:16
6570,"Tom Gillispie, LET'S KEEP NATURE LOOKING NATURAL","Rural Hall, North Carolina, USA","#climate #change Links to FIXING CLIMATE CHANGE #climatechange #CO2 #global #warming #preserve_nature #nature
https://t.co/Etll2yhSY7 https://t.co/EVhsFKozoG","[{'text': 'climate', 'indices': [0, 8]}, {'text': 'change', 'indices': [9, 16]}, {'text': 'climatechange', 'indices': [48, 62]}, {'text': 'CO2', 'indices': [63, 67]}, {'text': 'global', 'indices': [68, 75]}, {'text': 'warming', 'indices': [76, 84]}, {'text': 'preserve_nature', 'indices': [85, 101]}, {'text': 'nature', 'indices': [102, 109]}]",2021-12-01 17:14:36
6571,Stefano Genovese,"I am a Progressive Italian American. LLB Open University. BA Cal State, Sacramento.",How Oil Companies Hid the Truth About Climate Change | Global Warming | ... https://t.co/Phjh05F461 via @YouTube,[],2021-12-01 17:11:54
6572,Ed Morris,"Wiltshire, UK","@davidmcgonigle @TexasLucha @AKAKidMaelstrom @aetiology As is always the case, the apple never falls far from the conspiracy tree. The other founder of TheConWom is Kathy Gyngell. She's also a director and trustee of the anti-climate change group the Global Warming Policy Forum (GWPF).

Amazing how the venn diagram overlaps isn't it?!",[],2021-12-01 17:10:21
6573,NCASLA,North Carolina,"""A study released last month said that global warming was essentially two-thirds to 88% responsible for the atmospheric conditions fueling increasingly destructive wildfires."" https://t.co/4ajR6dENJ3",[],2021-12-01 17:05:07
6574,Fair Observer,"Mountain View, CA, USA","As sea levels rise, hundreds of millions of people may be at risk around the world.
@RussianAbout 
https://t.co/gs4G3JR3Ld",[],2021-12-01 17:00:03
6575,BSC🔶Times News,Tweets aren't financial advice,"If you didn't know, @littlebabydoge1 is a hyper-deflationary decentralized buyback token, community-driven project that aims to reduce global warming by using the #crypto ecosystem to wage a war against climate change.","[{'text': 'crypto', 'indices': [163, 170]}]",2021-12-01 16:46:21
6576,Charlie Richmond,Vancouver & London,Effects of Global Warming Include Scorpion Plagues and Christmas Shortages - Bloomberg https://t.co/WpJk7nUNoh,[],2021-12-01 16:44:33
6577,Charlie Richmond,Vancouver & London,How Will Global Warming Impact the Middle East? https://t.co/pLy4ZlmJgQ,[],2021-12-01 16:41:49
6578,Michael Foster,"Tennessee, USA",@tonykur13837441 Yes you're right it was global warming for many years then they had to change it to climate change. Lmfao SMH.,[],2021-12-01 16:41:21
6579,John L. Grafft,365 million Acres,environmentally economically sustainable into the 21st-century with attention to climate change climate shifting and global warming issues and the ever present not going to go away 🤔🇺🇸🇨🇦👍☕️☕️👀🧢human footprint 👣.,[],2021-12-01 16:37:42
6580,𓂀 𝕂𝕒𝕥𝕙𝕪 ℂ𝕎 𓂀,"Niagara, Ontario","The oil industry is seeking govt subsidies to develop direct carbon capture (DCC) systems. This is NOT a solution. 

Only 15 DCC plants operating worldwide, pulling in 9,000 tons of #CO2 per year.  Humanity adds 40 billion tons annually. #endfossilfuels

https://t.co/3zNWonq0y6 https://t.co/EFCMH5vW4L","[{'text': 'CO2', 'indices': [182, 186]}, {'text': 'endfossilfuels', 'indices': [238, 253]}]",2021-12-01 16:33:24
6581,tony kurtz(Tarcomed Larebil),"East God Damn It, Liberalville","@Mfoster392 That’s bc the young wokesters aren’t old enough to have lived through the 70’s when global warming &amp; ecological catastrophe was first conceived. They didn’t watch numerous climate change predictions crash &amp; burn. As always, they think history began yesterday.",[],2021-12-01 16:29:16
6582,Val 📷,"Sligo, Ireland","Frances Crowe is an artist based in Roscommon, she explores the personal landscape of emotion and memory in her tapestries. Recording world events for posterity. Displacement, separation, climate change and global warming are a theme in her recent work. https://t.co/EDyUnB8Vn1 https://t.co/GhzgxdS7i4",[],2021-12-01 16:28:47
6583,WWF News,,"Nobody mentioned scorpions: global warming's secondary effect. WWF's Jeff Opperman on the ripple effects of climate change in @climate. 
https://t.co/0VMyheUbnP",[],2021-12-01 16:13:32
6584,RSMacKinnon (he/him),A place that's on fire.,"@michaelpcolly Cr EWE:  'Sea, ice, snow ... it’s all changing': Inuit struggle with warming world. https://t.co/H1DEm3yxKB",[],2021-12-01 16:12:18
6585,Diane Lange,MN,DRACONIAN UN CLIMATE AGENDA EXPOSED : ‘Global Warming Fears Are A Tool For Political and Economic Change...It Has Nothing To Do With The Actual Climate’ https://t.co/MaTduOPdfV via @WooSpry,[],2021-12-01 16:01:55
6586,NOAAandNASAareRight,,"@wattsupwiththat Watts highlights a climate event (again) while he ignores the climate trend (again).  Unfortunately, Global Warming is raising temps in the Arctic faster than the worldwide average.  See:

https://t.co/sjGml6cR1B

https://t.co/AEwbMmSxZ4",[],2021-12-01 15:52:57
6587,Atlas-SSI,Proudly Made in the U.S.A.,"The US took a major step toward fighting climate change Friday with a $2.2 trillion spending bill that includes the largest expenditures ever made by the federal government to slow global warming.

https://t.co/qzQc5XM6WZ

#atlasssi #sustainability","[{'text': 'atlasssi', 'indices': [223, 232]}, {'text': 'sustainability', 'indices': [233, 248]}]",2021-12-01 15:45:02
6588,Fleet News,Peterborough,"While COP26 saw world leaders take a big step forward in the fight against global warming, “more action is needed in this decisive decade” to stem the impact of climate change. https://t.co/r6erJh9TnK",[],2021-12-01 15:39:02
6589,Bulletin of the Atomic Scientists,"Chicago, IL","""One way to help eliminate #carbonemissions and thereby fight global warming may be to exploit fusion, the energy source of the sun and stars."" https://t.co/saXaq4GrXZ","[{'text': 'carbonemissions', 'indices': [27, 43]}]",2021-12-01 15:35:25
